"risk_level","risk_score","review_priority","review_status","reviewer_name","review_date","item_id","category","source_file","generated","risk_reasons","stem","stem_zh","answer","rationale","rationale_zh","clinical_safety_notes","required_revision","approved_for_beta"
"high","58","review before beta","pending","","","AUTO50_127","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","A","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","58","review before beta","pending","","","AUTO50_132","safety_infection","question_bank_expansion_50.json","yes","high-risk category: safety_infection; high-risk keywords: airborne; generated expansion item","Which nursing action is most appropriate for airborne infection concern when the issue is negative-pressure room as available?","當問題是可用時負壓房時，對於空氣傳播感染風險哪項護理行動最合適？","B","Airborne precautions generally require special room ventilation.","空氣隔離通常需要特殊通風安排。","","",""
"high","58","review before beta","pending","","","AUTO50_135","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: insulin; scope/communication keywords: delegate, delegation, scope, teach, teaching; generated expansion item","The RN is considering delegation of teaching a new insulin injection technique. Which decision is safest?","RN 正在考慮委派教新的胰島素注射技巧。哪個決定最安全？","A","Initial teaching requires RN responsibility.","初始教學屬 RN 職責。","","",""
"high","58","review before beta","pending","","","AUTO50_145","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","C","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","58","review before beta","pending","","","AUTO50_153","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: insulin; scope/communication keywords: delegate, delegation, scope, teach, teaching; generated expansion item","The RN is considering delegation of teaching a new insulin injection technique. Which decision is safest?","RN 正在考慮委派教新的胰島素注射技巧。哪個決定最安全？","C","Initial teaching requires RN responsibility.","初始教學屬 RN 職責。","","",""
"high","58","review before beta","pending","","","AUTO50_154","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","D","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","58","review before beta","pending","","","AUTO50_159","safety_infection","question_bank_expansion_50.json","yes","high-risk category: safety_infection; high-risk keywords: oxygen; generated expansion item","Which nursing action is most appropriate for home oxygen when the issue is open flame nearby?","當問題是附近有明火時，對於居家氧氣哪項護理行動最合適？","A","Oxygen supports combustion and creates fire risk.","氧氣助燃並帶來火災風險。","","",""
"high","58","review before beta","pending","","","AUTO50_163","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","A","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","58","review before beta","pending","","","AUTO50_168","safety_infection","question_bank_expansion_50.json","yes","high-risk category: safety_infection; high-risk keywords: aspiration; generated expansion item","Which nursing action is most appropriate for enteral feeding when the issue is aspiration prevention?","當問題是預防誤吸時，對於管灌哪項護理行動最合適？","B","Head elevation helps reduce aspiration risk.","抬高床頭有助降低誤吸風險。","","",""
"high","58","review before beta","pending","","","AUTO50_171","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: insulin; scope/communication keywords: delegate, delegation, scope, teach, teaching; generated expansion item","The RN is considering delegation of teaching a new insulin injection technique. Which decision is safest?","RN 正在考慮委派教新的胰島素注射技巧。哪個決定最安全？","A","Initial teaching requires RN responsibility.","初始教學屬 RN 職責。","","",""
"high","58","review before beta","pending","","","AUTO50_172","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","B","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","58","review before beta","pending","","","AUTO50_189","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: insulin; scope/communication keywords: delegate, delegation, scope, teach, teaching; generated expansion item","The RN is considering delegation of teaching a new insulin injection technique. Which decision is safest?","RN 正在考慮委派教新的胰島素注射技巧。哪個決定最安全？","C","Initial teaching requires RN responsibility.","初始教學屬 RN 職責。","","",""
"high","58","review before beta","pending","","","AUTO50_195","safety_infection","question_bank_expansion_50.json","yes","high-risk category: safety_infection; high-risk keywords: C. difficile; generated expansion item","Which nursing action is most appropriate for C. difficile infection when the issue is contact precautions and soap-and-water hand hygiene?","當問題是接觸隔離與肥皂水洗手時，對於C. difficile 感染哪項護理行動最合適？","A","C. difficile spores are not reliably removed by alcohol rub alone.","C. difficile 孢子不能可靠地只靠酒精乾洗手去除。","","",""
"high","58","review before beta","pending","","","AUTO50_199","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","A","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","58","review before beta","pending","","","AUTO50_204","safety_infection","question_bank_expansion_50.json","yes","high-risk category: safety_infection; high-risk keywords: airborne; generated expansion item","Which nursing action is most appropriate for airborne infection concern when the issue is negative-pressure room as available?","當問題是可用時負壓房時，對於空氣傳播感染風險哪項護理行動最合適？","B","Airborne precautions generally require special room ventilation.","空氣隔離通常需要特殊通風安排。","","",""
"high","58","review before beta","pending","","","AUTO50_207","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: insulin; scope/communication keywords: delegate, delegation, scope, teach, teaching; generated expansion item","The RN is considering delegation of teaching a new insulin injection technique. Which decision is safest?","RN 正在考慮委派教新的胰島素注射技巧。哪個決定最安全？","A","Initial teaching requires RN responsibility.","初始教學屬 RN 職責。","","",""
"high","58","review before beta","pending","","","AUTO50_208","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","B","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","58","review before beta","pending","","","AUTO50_211","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with chest pressure with diaphoresis and nausea. What should the nurse do first?","護理師照護一位胸部壓迫感病人，出現出汗與噁心。護理師應先做什麼？","A","Chest pressure with diaphoresis and nausea may indicate acute coronary syndrome.","胸部壓迫感合併出汗和噁心可能提示急性冠脈綜合徵。","","",""
"high","58","review before beta","pending","","","AUTO50_217","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","C","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","58","review before beta","pending","","","AUTO50_225","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: insulin; scope/communication keywords: delegate, delegation, scope, teach, teaching; generated expansion item","The RN is considering delegation of teaching a new insulin injection technique. Which decision is safest?","RN 正在考慮委派教新的胰島素注射技巧。哪個決定最安全？","C","Initial teaching requires RN responsibility.","初始教學屬 RN 職責。","","",""
"high","58","review before beta","pending","","","AUTO50_231","safety_infection","question_bank_expansion_50.json","yes","high-risk category: safety_infection; high-risk keywords: oxygen; generated expansion item","Which nursing action is most appropriate for home oxygen when the issue is open flame nearby?","當問題是附近有明火時，對於居家氧氣哪項護理行動最合適？","A","Oxygen supports combustion and creates fire risk.","氧氣助燃並帶來火災風險。","","",""
"high","58","review before beta","pending","","","AUTO50_240","safety_infection","question_bank_expansion_50.json","yes","high-risk category: safety_infection; high-risk keywords: aspiration; generated expansion item","Which nursing action is most appropriate for enteral feeding when the issue is aspiration prevention?","當問題是預防誤吸時，對於管灌哪項護理行動最合適？","B","Head elevation helps reduce aspiration risk.","抬高床頭有助降低誤吸風險。","","",""
"high","58","review before beta","pending","","","AUTO50_243","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: insulin; scope/communication keywords: delegate, delegation, scope, teach, teaching; generated expansion item","The RN is considering delegation of teaching a new insulin injection technique. Which decision is safest?","RN 正在考慮委派教新的胰島素注射技巧。哪個決定最安全？","A","Initial teaching requires RN responsibility.","初始教學屬 RN 職責。","","",""
"high","58","review before beta","pending","","","AUTO50_244","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","B","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"medium","56","review before public release","pending","","","D002","delegation_scope","question_bank_beta_20.json","no","medium-risk category: delegation_scope; scope/communication keywords: delegation, UAP, LPN, LVN, scope, assignment, teach, teaching; manual core item","Which assignment should the charge nurse give to an experienced LPN/LVN rather than UAP?","下列哪項更適合分配給有經驗的 LPN/LVN，而不是 UAP？","B","Depending on jurisdiction and facility policy, LPN/LVN may reinforce teaching after RN instruction; UAP should not teach.","依地區與機構規範，LPN/LVN 可在 RN 教學後補強說明；UAP 不應承擔教學。","","",""
"medium","56","review before public release","pending","","","NGN007","ngn","question_bank_expansion_50.json","no","high-risk category: ngn; high-risk keywords: stroke; scope/communication keywords: assessment; manual core item","Which actions are appropriate for a client with suspected stroke symptoms? Select all that apply.","疑似中風症狀病人，哪些行動合適？可多選。","A|B|D","Stroke care requires time awareness, focused assessment and rapid protocol activation.","中風照護需要掌握時間、重點評估並快速啟動流程。","","",""
"medium","56","review before public release","pending","","","PH004","pharmacology","question_bank_expansion_30.json","no","high-risk category: pharmacology; high-risk keywords: digoxin; scope/communication keywords: assessment; manual core item","Which assessment is most important before administering digoxin?","給 digoxin 前最重要的評估是什麼？","A","Digoxin can affect heart rate and rhythm. The apical pulse should be assessed before administration.","Digoxin 可影響心率與心律，給藥前需評估心尖脈。","","",""
"medium","56","review before public release","pending","","","S007","safety_infection","question_bank_expansion_50.json","no","high-risk category: safety_infection; high-risk keywords: airborne; scope/communication keywords: assignment; manual core item","Which room assignment is best for a client requiring airborne precautions?","需要空氣隔離的病人最適合哪種房間？","A","Airborne precautions commonly require a negative-pressure room according to facility protocol.","空氣隔離通常需按機構流程安排負壓房。","","",""
"medium","54","review before public release","pending","","","AUTO30_003","safety_infection","question_bank_expansion_30.json","yes","high-risk category: safety_infection; scope/communication keywords: assessment; generated expansion item","Which nursing action is most appropriate for confused client trying to climb out of bed when the issue is least restrictive fall-prevention measures?","當問題是限制最少的防跌措施時，對於混亂且試圖下床病人哪項護理行動最合適？","C","Fall prevention starts with assessment and least restrictive interventions.","防跌應從評估與限制最少的措施開始。","","",""
"medium","54","review before public release","pending","","","AUTO30_006","delegation_scope","question_bank_expansion_30.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","B","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO30_024","delegation_scope","question_bank_expansion_30.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","D","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO30_042","delegation_scope","question_bank_expansion_30.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","B","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO30_060","delegation_scope","question_bank_expansion_30.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","D","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO30_075","safety_infection","question_bank_expansion_30.json","yes","high-risk category: safety_infection; scope/communication keywords: assessment; generated expansion item","Which nursing action is most appropriate for confused client trying to climb out of bed when the issue is least restrictive fall-prevention measures?","當問題是限制最少的防跌措施時，對於混亂且試圖下床病人哪項護理行動最合適？","C","Fall prevention starts with assessment and least restrictive interventions.","防跌應從評估與限制最少的措施開始。","","",""
"medium","54","review before public release","pending","","","AUTO30_078","delegation_scope","question_bank_expansion_30.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","B","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO30_096","delegation_scope","question_bank_expansion_30.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","D","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO30_114","delegation_scope","question_bank_expansion_30.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","B","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO30_132","delegation_scope","question_bank_expansion_30.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","D","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO30_147","safety_infection","question_bank_expansion_30.json","yes","high-risk category: safety_infection; scope/communication keywords: assessment; generated expansion item","Which nursing action is most appropriate for confused client trying to climb out of bed when the issue is least restrictive fall-prevention measures?","當問題是限制最少的防跌措施時，對於混亂且試圖下床病人哪項護理行動最合適？","C","Fall prevention starts with assessment and least restrictive interventions.","防跌應從評估與限制最少的措施開始。","","",""
"medium","54","review before public release","pending","","","AUTO30_150","delegation_scope","question_bank_expansion_30.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","B","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_018","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","D","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_036","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","B","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_054","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","D","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_069","safety_infection","question_bank_expansion_50.json","yes","high-risk category: safety_infection; scope/communication keywords: assessment; generated expansion item","Which nursing action is most appropriate for confused client trying to climb out of bed when the issue is least restrictive fall-prevention measures?","當問題是限制最少的防跌措施時，對於混亂且試圖下床病人哪項護理行動最合適？","C","Fall prevention starts with assessment and least restrictive interventions.","防跌應從評估與限制最少的措施開始。","","",""
"medium","54","review before public release","pending","","","AUTO50_072","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","B","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_090","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","D","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_108","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","B","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_126","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","D","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_141","safety_infection","question_bank_expansion_50.json","yes","high-risk category: safety_infection; scope/communication keywords: assessment; generated expansion item","Which nursing action is most appropriate for confused client trying to climb out of bed when the issue is least restrictive fall-prevention measures?","當問題是限制最少的防跌措施時，對於混亂且試圖下床病人哪項護理行動最合適？","C","Fall prevention starts with assessment and least restrictive interventions.","防跌應從評估與限制最少的措施開始。","","",""
"medium","54","review before public release","pending","","","AUTO50_144","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","B","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_162","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","D","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_180","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","B","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_198","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","D","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_213","safety_infection","question_bank_expansion_50.json","yes","high-risk category: safety_infection; scope/communication keywords: assessment; generated expansion item","Which nursing action is most appropriate for confused client trying to climb out of bed when the issue is least restrictive fall-prevention measures?","當問題是限制最少的防跌措施時，對於混亂且試圖下床病人哪項護理行動最合適？","C","Fall prevention starts with assessment and least restrictive interventions.","防跌應從評估與限制最少的措施開始。","","",""
"medium","54","review before public release","pending","","","AUTO50_216","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","B","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","54","review before public release","pending","","","AUTO50_234","delegation_scope","question_bank_expansion_50.json","yes","medium-risk category: delegation_scope; high-risk keywords: respiratory; scope/communication keywords: delegate, delegation, scope, assessment; generated expansion item","The RN is considering delegation of care of a client with sudden respiratory distress. Which decision is safest?","RN 正在考慮委派突然呼吸窘迫病人的照護。哪個決定最安全？","D","Unstable respiratory status requires RN assessment.","不穩定呼吸狀態需要 RN 評估。","","",""
"medium","52","review before public release","pending","","","D003","delegation_scope","question_bank_expansion_30.json","no","medium-risk category: delegation_scope; high-risk keywords: stroke; scope/communication keywords: delegation, LPN, LVN, scope, assessment; manual core item","Which client should the RN assign to another RN rather than to an LPN/LVN?","下列哪位病人應由 RN 接手，而不是分配給 LPN/LVN？","B","A newly admitted unstable client with neurologic changes requires RN assessment and judgment.","新入院且有神經變化的不穩定病人需要 RN 評估與判斷。","","",""
"medium","52","review before public release","pending","","","D004","delegation_scope","question_bank_expansion_30.json","no","medium-risk category: delegation_scope; scope/communication keywords: delegate, delegation, UAP, scope, teach, teaching, assessment; manual core item","Which instruction should the RN give to UAP when delegating care?","RN 委派照護給 UAP 時，哪項指示最合適？","B","UAP may report observations during a delegated routine task; assessment, medication decisions and teaching remain RN responsibilities.","UAP 可在例行任務中回報觀察；評估、藥物決策與教學屬 RN 職責。","","",""
"medium","52","review before public release","pending","","","D006","delegation_scope","question_bank_expansion_50.json","no","medium-risk category: delegation_scope; scope/communication keywords: delegate, delegation, UAP, scope, teach, teaching, assessment; manual core item","The RN delegates vital signs to UAP. Which instruction is best?","RN 委派 UAP 量生命徵象。哪項指示最好？","A","Delegated tasks should include clear reporting parameters. Medication decisions, assessment and teaching remain RN functions.","委派任務應有明確回報標準；藥物決策、評估與教學屬 RN 職責。","","",""
"medium","52","review before public release","pending","","","MC002","maternal_child","question_bank_beta_20.json","no","high-risk category: maternal_child; high-risk keywords: preeclampsia; manual core item","Which prenatal finding should the nurse report immediately?","下列哪個產前發現應立即回報？","B","Severe headache with visual changes may indicate preeclampsia and requires prompt follow-up.","嚴重頭痛合併視覺變化可能提示子癲前症，需要立即追蹤。","","",""
"medium","52","review before public release","pending","","","MC009","maternal_child","question_bank_expansion_50.json","no","high-risk category: maternal_child; high-risk keywords: newborn; manual core item","Which newborn temperature requires nursing intervention?","哪個新生兒體溫需要護理處理？","A","Low temperature with poor feeding may indicate newborn instability and requires intervention.","低體溫合併餵食差可能提示新生兒不穩定，需要處理。","","",""
"medium","52","review before public release","pending","","","MC010","maternal_child","question_bank_expansion_50.json","no","high-risk category: maternal_child; high-risk keywords: breathing; manual core item","A parent asks when to seek help for an infant. Which statement indicates understanding?","家長詢問何時需為嬰兒求助。哪句話表示理解？","A","Difficulty breathing is an urgent infant warning sign.","呼吸困難是嬰兒緊急警訊。","","",""
"medium","52","review before public release","pending","","","P001","prioritization","question_bank_beta_20.json","no","high-risk category: prioritization; high-risk keywords: potassium; manual core item","The nurse receives reports on four clients. Which client should the nurse assess first?","護理師收到四位病人的情況回報。應先評估哪一位？","B","Furosemide can contribute to potassium loss. New muscle weakness may signal an electrolyte problem with cardiac risk.","Furosemide 可能造成鉀流失。新的肌肉無力可能提示電解質問題並帶有心律風險。","","",""
"medium","52","review before public release","pending","","","P006","prioritization","question_bank_expansion_30.json","no","high-risk category: prioritization; high-risk keywords: blood transfusion; manual core item","A client receiving a blood transfusion develops chills, fever and back pain. What is the priority action?","輸血中的病人出現寒顫、發燒和背痛。優先行動是？","B","These signs may indicate a transfusion reaction. Stop the transfusion and follow protocol.","這些徵象可能提示輸血反應，應停止輸血並按流程處理。","","",""
"medium","52","review before public release","pending","","","P010","prioritization","question_bank_expansion_50.json","no","high-risk category: prioritization; high-risk keywords: perfusion; manual core item","Which postoperative finding requires immediate follow-up?","術後哪個發現需要立即追蹤？","A","Low urine output may indicate poor perfusion or fluid imbalance and requires prompt follow-up.","尿量低可能提示灌流不足或液體失衡，需要及時追蹤。","","",""
"medium","52","review before public release","pending","","","PH010","pharmacology","question_bank_expansion_50.json","no","high-risk category: pharmacology; high-risk keywords: gentamicin; manual core item","Which finding should the nurse monitor for a client taking gentamicin?","使用 gentamicin 的病人應監測哪項發現？","A","Aminoglycosides such as gentamicin can be associated with ototoxicity and nephrotoxicity.","Gentamicin 等 aminoglycoside 可能與耳毒性和腎毒性相關。","","",""
